CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0527,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,85.96,4719.91,0
CUST0528,Male,0,No,No,7,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,49.32,338.18,0
CUST0529,Male,0,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,45.82,1236.88,1
CUST0530,Female,1,Yes,Yes,27,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,80.2,2159.94,1
CUST0531,Female,0,No,No,2,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,33.12,60.28,0
CUST0532,Female,0,Yes,Yes,27,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card,51.65,1397.37,0
CUST0533,Male,0,No,No,40,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,101.54,4058.56,0
CUST0534,Male,0,Yes,No,25,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,66.07,1643.08,0
CUST0535,Female,0,Yes,Yes,25,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,70.79,1765.93,1
CUST0536,Female,0,Yes,No,20,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,65.45,1306.31,1
CUST0537,Female,0,No,No,56,No,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,46.65,2615.1,0
CUST0538,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,21.09,1101.75,1
CUST0539,Female,1,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.65,1658.5,0
CUST0540,Male,0,No,Yes,15,Yes,No,No,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Bank transfer,92.81,1394.65,0
CUST0541,Female,0,No,No,71,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,67.52,4794.77,0
CUST0542,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,105.75,6022.48,1
CUST0543,Male,0,No,Yes,4,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,82.98,324.43,0
CUST0544,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,100.58,5340.24,1
CUST0545,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,One year,No,Credit card,83.89,3190.53,0
CUST0546,Male,0,Yes,No,52,Yes,No phone service,No,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Credit card,26.02,1358.11,0
CUST0547,Female,1,Yes,Yes,2,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,83.31,161.29,1
CUST0548,Female,1,Yes,Yes,48,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer,21.81,1041.4,0
CUST0549,Female,0,No,No,43,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card,81.44,3510.72,0
CUST0550,Male,0,Yes,Yes,40,Yes,No,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,67.52,2694.51,0
CUST0551,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,21.11,606.35,0
CUST0552,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,No,Bank transfer,86.16,5849.03,0
CUST0553,Female,0,No,No,8,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,80.44,650.79,0
CUST0554,Male,0,No,Yes,36,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,77.12,2778.76,0
CUST0555,Female,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,74.51,4468.24,1
CUST0556,Female,0,Yes,Yes,35,Yes,No,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,110.57,3864.15,0
CUST0557,Male,0,Yes,No,24,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card,97.68,2351.64,1
CUST0558,Female,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,91.79,4041.26,1
CUST0559,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,115.64,3004.19,0
CUST0560,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,Yes,Credit card,40.13,328.62,0
CUST0561,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,95.03,2556.46,1
CUST0562,Male,1,No,Yes,37,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.77,758.7,1
CUST0563,Male,0,No,No,5,No,No phone service,DSL,Yes,No,No internet service,No,No,No internet service,One year,No,Credit card,102.93,517.19,0
CUST0564,Male,0,No,No,44,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Mailed check,56.72,2486.19,0
CUST0565,Female,0,Yes,Yes,46,Yes,No,No,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,48.46,2219.76,1
CUST0566,Female,0,Yes,No,47,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,73.17,3433.28,0
CUST0567,Male,1,No,No,25,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,45.92,1140.66,1
CUST0568,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,104.22,4697.26,1
CUST0569,Female,0,No,No,7,No,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Bank transfer,44.7,313.18,0
CUST0570,Female,0,Yes,Yes,5,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer,40.28,199.92,1
CUST0571,Female,0,No,Yes,18,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,23.46,430.08,0
CUST0572,Female,0,No,No,52,No,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Bank transfer,25.92,1350.45,1
CUST0573,Male,0,Yes,No,13,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer,115.1,1503.78,1
CUST0574,Male,1,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Credit card,52.92,631.77,0
CUST0575,Female,0,Yes,Yes,56,Yes,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card,91.53,5120.41,1
CUST0576,Male,1,Yes,No,68,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,52.97,3609.66,1
CUST0577,Male,0,Yes,Yes,41,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Mailed check,114.98,4706.11,0
CUST0578,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,32.07,2203.55,0
CUST0579,Female,1,No,Yes,27,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,54.81,1478.14,0
CUST0580,Male,1,Yes,No,22,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,97.99,2154.02,0
CUST0581,Male,0,Yes,Yes,22,Yes,No,No,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,21.22,476.67,1
CUST0582,Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Two year,No,Credit card,49.77,2488.39,0
CUST0583,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer,109.74,3512.68,0
CUST0584,Female,0,Yes,Yes,38,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,115.57,4387.08,1
CUST0585,Female,0,No,Yes,59,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,105.44,6226.54,0
CUST0586,Female,0,No,Yes,13,Yes,Yes,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card,109.17,1412.14,1
CUST0587,Male,0,Yes,Yes,47,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,No,Credit card,104.16,4897.49,0
CUST0588,Male,1,No,Yes,39,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer,87.08,3391.28,0
CUST0589,Male,0,No,Yes,63,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,115.14,7260.71,1
CUST0590,Female,0,Yes,Yes,52,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card,94.74,4923.2,1
CUST0591,Female,0,Yes,Yes,43,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card,65.23,2796.12,1
CUST0592,Female,0,Yes,Yes,44,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,50.77,2236.26,0
CUST0593,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,79.87,1197.15,1
CUST0594,Female,0,Yes,No,62,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,No,Bank transfer,44.09,2736.28,0
CUST0595,Female,0,Yes,Yes,5,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,85.12,428.88,1
CUST0596,Female,0,No,Yes,68,Yes,Yes,No,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,98.64,6707.15,1
CUST0597,Male,0,Yes,Yes,24,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,100.63,2420.31,0
CUST0598,Male,0,Yes,No,60,Yes,No phone service,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,23.17,1389.21,0
CUST0599,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,No,Credit card,40.08,1729.19,0
CUST0600,Female,0,No,Yes,55,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,78.15,4288.52,0
CUST0601,Female,0,Yes,No,7,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card,22.38,154.37,0
CUST0602,Female,0,No,No,37,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,72.2,2661.74,1
CUST0603,Female,0,Yes,No,56,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Credit card,103.38,5797.17,1
CUST0604,Male,0,Yes,Yes,63,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,107.42,6766.51,1
CUST0605,Male,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card,26.24,1022.92,0
CUST0606,Male,0,No,No,34,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,93.51,3179.13,1
CUST0607,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,77.27,2783.25,0
CUST0608,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,46.56,1080.41,1
CUST0609,Male,0,No,Yes,20,No,No,No,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card,47.77,951.23,1
CUST0610,Female,0,No,No,70,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,32.88,2296.64,1
CUST0611,Female,0,Yes,No,71,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,104.48,7409.22,1
CUST0612,Male,1,No,Yes,1,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card,99.84,94.52,0
CUST0613,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,116.13,7662.65,0
CUST0614,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card,45.32,452.55,1
CUST0615,Female,0,No,No,58,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,91.09,5288.84,0
CUST0616,Female,1,Yes,No,36,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,114.05,4108.11,1
CUST0617,Female,0,No,No,50,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.86,4151.9,1
CUST0618,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card,44.43,718.28,0
CUST0619,Male,0,No,No,44,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,113.49,4998.18,1
CUST0620,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,94.79,4556.12,1
CUST0621,Female,0,No,No,28,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,99.85,2803.34,1
CUST0622,Male,0,Yes,Yes,11,No,Yes,No,No,Yes,No,No,No,Yes,Two year,No,Electronic check,73.88,803.77,0
CUST0623,Male,0,No,No,9,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Credit card,44.36,406.04,1
CUST0624,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card,53.31,1216.83,1
CUST0625,Female,0,Yes,Yes,70,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,55.88,3907.69,0
CUST0626,Female,0,No,No,18,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,No,Mailed check,91.44,1637.23,1
CUST0627,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,101.25,3739.25,0
CUST0628,Male,0,No,Yes,64,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,60.57,3868.31,0
CUST0629,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,82.75,1731.4,0
CUST0630,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,No,No,No internet service,No internet service,One year,No,Credit card,67.57,2422.81,0
CUST0631,Male,0,No,No,49,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,21.71,1067.86,0
CUST0632,Male,0,No,Yes,52,Yes,No,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card,110.26,5738.77,1
CUST0633,Male,0,No,No,35,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,116.59,4072.29,0
CUST0634,Male,0,Yes,No,7,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,64.25,452.18,0
CUST0635,Male,0,Yes,Yes,10,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.52,664.51,1
CUST0636,Male,0,No,No,21,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,94.43,1983.83,0
CUST0637,Female,1,Yes,No,59,No,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.3,3137.92,0
CUST0638,Male,0,Yes,Yes,17,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card,56.91,963.32,0
CUST0639,Female,1,Yes,Yes,14,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,25.23,358.92,0
CUST0640,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Credit card,40.07,684.79,0
CUST0641,Female,0,Yes,Yes,51,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.74,1767.68,0
CUST0642,Female,1,Yes,Yes,66,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Electronic check,111.82,7372.19,0
CUST0643,Male,1,Yes,Yes,14,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,29.13,415.48,0
CUST0644,Female,0,No,Yes,47,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,42.87,2005.6,0
CUST0645,Female,0,No,Yes,17,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer,38.54,663.99,0
CUST0646,Male,1,Yes,No,27,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,57.7,1562.93,0
CUST0647,Female,0,Yes,Yes,35,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Two year,No,Bank transfer,45.41,1598.92,0
CUST0648,Male,0,No,Yes,59,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer,72.31,4257.52,0
CUST0649,Male,0,Yes,Yes,19,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Credit card,83.14,1587.2,0
CUST0650,Female,1,Yes,Yes,41,No,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,47.24,1929.59,0
CUST0651,Male,0,Yes,Yes,18,No,Yes,No,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,24.14,441.89,0
CUST0652,Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,117.68,935.55,1
CUST0653,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,88.24,527.79,1
CUST0654,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,31.09,834.25,0
CUST0655,Male,0,Yes,No,49,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,117.59,5754.07,0
CUST0656,Female,1,Yes,No,17,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,60.32,1017.22,0
CUST0657,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Bank transfer,109.63,5700.35,0
CUST0658,Male,0,Yes,No,30,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer,90.33,2706.66,1
CUST0659,Female,0,Yes,Yes,38,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,28.29,1082.79,1
CUST0660,Male,1,No,No,7,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,80.51,568.67,0
CUST0661,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card,64.46,766.87,1
CUST0662,Female,1,Yes,Yes,48,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.35,1555.92,1
CUST0663,Female,0,No,Yes,69,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,20.6,1418.18,1
CUST0664,Female,0,Yes,No,45,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,118.5,5334.76,0
CUST0665,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,49.14,2252.05,0
CUST0666,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,97.9,1962.94,1
CUST0667,Male,0,Yes,No,69,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,49.09,3391.61,0
CUST0668,Female,0,No,Yes,40,No,No,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,91.87,3681.44,1
CUST0669,Male,0,No,Yes,42,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,39.4,1648.85,0
CUST0670,Male,0,No,Yes,25,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,31.07,774.85,0
CUST0671,Female,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,93.71,384.53,1
CUST0672,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,48.57,1849.56,1
CUST0673,Male,0,Yes,Yes,32,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.41,3182.74,1
CUST0674,Female,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,75.92,2956.53,0
CUST0675,Female,0,Yes,Yes,19,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,No,Credit card,53.66,1015.46,0
CUST0676,Female,0,No,Yes,34,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,27.84,954.87,1
CUST0677,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,45.97,2024.74,0
CUST0678,Male,1,No,No,28,Yes,Yes,No,No,No,No,No,Yes,No,Two year,No,Bank transfer,24.73,694.46,0
CUST0679,Female,0,No,No,45,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,84.96,3825.24,0
CUST0680,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,44.0,2649.2,0
CUST0681,Female,0,No,No,67,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,37.71,2527.66,1
CUST0682,Male,0,No,No,51,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card,54.37,2767.08,0
CUST0683,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,69.74,3210.04,1
CUST0684,Male,0,Yes,No,46,Yes,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Credit card,110.87,5099.9,0
CUST0685,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,86.62,435.03,1
CUST0686,Female,0,Yes,No,53,No,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,101.81,5404.7,1
CUST0687,Female,0,No,Yes,47,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer,49.56,2335.26,0
CUST0688,Female,0,Yes,No,65,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,40.8,2655.02,0
CUST0689,Male,0,Yes,No,54,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,One year,No,Bank transfer,94.36,5098.34,0
CUST0690,Female,0,Yes,Yes,24,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,63.7,1538.58,0
CUST0691,Male,0,Yes,Yes,36,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,89.62,3227.61,0
CUST0692,Female,0,No,No,4,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,21.81,77.89,1
CUST0693,Male,0,No,No,5,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,104.51,516.02,1
CUST0694,Male,1,No,Yes,48,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,46.65,2230.06,1
CUST0695,Male,0,No,Yes,26,Yes,No,No,No,No,No internet service,No internet service,No,No,One year,Yes,Credit card,72.02,1881.5,0
CUST0696,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,97.73,4887.92,0
CUST0697,Male,0,Yes,Yes,45,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Credit card,32.35,1454.84,0
CUST0698,Female,1,No,No,39,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Electronic check,97.27,3801.14,0
CUST0699,Female,1,No,Yes,18,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,110.24,1977.5,1
CUST0700,Female,0,Yes,No,39,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,70.66,2761.5,0
CUST0701,Male,0,Yes,No,66,Yes,No,No,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.53,4719.23,0
